time,art,vol,pleth,paw,p4,debit
2004-09-15 08:12:33.158854166,851.9965425642546,,97.57147984927178,,,
2004-09-15 08:12:33.164062500,819.7091363961921,,99.23351839923026,,,
2004-09-15 08:12:33.171875000,782.0228301677382,,99.61349185616842,,,
2004-09-15 08:12:33.175520833,783.7347299578832,,100.04967155046933,,,
2004-09-15 08:12:33.179687500,776.4065915525908,,104.32171513605326,,,
2004-09-15 08:12:33.187500000,780.1137815385845,,103.52426424030138,,,
2004-09-15 08:12:33.192187500,754.0085174769226,,104.26855300810884,,,
2004-09-15 08:12:33.195312500,687.31142198768,,106.34358224926838,,,
2004-09-15 08:12:33.203125000,705.9793104512893,,107.22464163907962,,,
2004-09-15 08:12:33.208854166,703.5724045926356,,108.15886760090548,,,
2004-09-15 08:12:33.210937500,668.9466621356087,,110.37251367610352,,,
2004-09-15 08:12:33.218750000,653.0226264682085,,112.70725046938406,,,
2004-09-15 08:12:33.225520833,635.0214963820259,,116.1244847121654,,,
2004-09-15 08:12:33.226562500,643.2656520470624,,116.69039371621813,,,
2004-09-15 08:12:33.234375000,614.7450584245909,,115.36550496564452,,,
2004-09-15 08:12:33.242187500,576.2940355445569,,115.52906765780438,,,
2004-09-15 08:12:33.250000000,542.1728761706918,,117.46927299785098,,,
2004-09-15 08:12:33.257812500,568.2545948687896,,115.98819519741672,,,
2004-09-15 08:12:33.258854166,517.3585132873341,,116.71728524874172,,,
2004-09-15 08:12:33.273437500,516.1436206198908,,119.49149682862272,,,
2004-09-15 08:12:33.275520833,499.1430860738012,,120.59585798942317,,,
2004-09-15 08:12:33.281250000,486.71742596208,,118.99875636837778,,,
2004-09-15 08:12:33.289062500,492.335455481763,,120.83561544290096,,,
2004-09-15 08:12:33.292187500,492.7615556177597,,121.91311366061538,,,
2004-09-15 08:12:33.296875000,500.1153786686044,,120.73915327659904,,,
2004-09-15 08:12:33.304687500,486.00490973067656,,120.97692911642888,,,
2004-09-15 08:12:33.308854166,482.8024795884308,,121.69762883104256,,,
2004-09-15 08:12:33.312500000,498.7229129609488,,120.93504696806554,,,
2004-09-15 08:12:33.320312500,495.01012862342856,,119.02535178483625,,,
2004-09-15 08:12:33.325520833,505.120312941487,,119.83703513042155,,,
2004-09-15 08:12:33.328125000,495.1768714952752,,119.35745447648888,,,
2004-09-15 08:12:33.335937500,499.7649638091102,,118.30016898887298,,,
2004-09-15 08:12:33.342187500,520.0806237851624,,121.26576189658095,,,
2004-09-15 08:12:33.343750000,508.888734611256,,120.75776344957666,,,
2004-09-15 08:12:33.351562500,539.2764877232827,,120.75690809650273,,,
2004-09-15 08:12:33.358854166,523.6335392496252,,118.58580302099374,,,
2004-09-15 08:12:33.359375000,486.42050893994497,,119.27499715850864,,,
2004-09-15 08:12:33.367187500,516.6994664818511,,117.86946675703769,,,
2004-09-15 08:12:33.375000000,512.847802575025,,118.49413589314804,,,
2004-09-15 08:12:33.375520833,554.4115700510297,,119.18668224898028,,,
2004-09-15 08:12:33.382812500,556.1035934074856,,118.21477771366511,,,
2004-09-15 08:12:33.390625000,529.5233940946671,,119.40836419540432,,,
2004-09-15 08:12:33.392187500,523.8867988006281,,117.37808434166809,,,
2004-09-15 08:12:33.398437500,521.271876869365,,118.2717750150104,,,
2004-09-15 08:12:33.406250000,511.71843754899714,,119.28229834338842,,,
2004-09-15 08:12:33.408854166,492.0116044273478,,116.9596161820992,,,
2004-09-15 08:12:33.414062500,525.0716465964898,,118.44406942966086,,,
2004-09-15 08:12:33.421875000,528.8696521910922,,118.83088050442468,,,
2004-09-15 08:12:33.425520833,529.9474115394464,,117.60986901440624,,,
2004-09-15 08:12:33.429687500,515.6906451177165,,118.28098063340325,,,
2004-09-15 08:12:33.437500000,507.6658502708847,,117.66487465204028,,,
2004-09-15 08:12:33.442187500,516.6750865038753,,117.90020157201022,,,
2004-09-15 08:12:33.445312500,499.97709092597495,,115.69073516145032,,,
2004-09-15 08:12:33.453125000,490.2565748265576,,118.34275995601968,,,
2004-09-15 08:12:33.458854166,480.070594430263,,117.14991142825002,,,
2004-09-15 08:12:33.460937500,514.6338579349263,,118.71401940133912,,,
2004-09-15 08:12:33.468750000,494.28015233712347,,117.8002716921342,,,
2004-09-15 08:12:33.475520833,503.3796454359656,,118.89644380463254,,,
2004-09-15 08:12:33.476562500,514.521167400654,,116.15815821737375,,,
2004-09-15 08:12:33.484375000,475.0096193858279,,118.3028199006109,,,
2004-09-15 08:12:33.492187500,474.6067856917337,,118.1145173809629,,,
2004-09-15 08:12:33.500000000,494.98561576254593,,116.74633292408151,,,
2004-09-15 08:12:33.507812500,494.9113997388491,,116.3023595756733,,,
2004-09-15 08:12:33.508854166,474.8314182635753,,116.36469116687836,,,
2004-09-15 08:12:33.515625000,459.8327275326463,,116.1612279911508,,,
2004-09-15 08:12:33.523437500,481.86591078596337,,116.67764399001788,,,
2004-09-15 08:12:33.525520833,452.3336714248175,,116.62403763600943,,,
2004-09-15 08:12:33.531250000,458.6325476707879,,116.11098598080032,,,
2004-09-15 08:12:33.542187500,457.8372114843414,,116.4056924367576,,,
2004-09-15 08:12:33.546875000,475.8423235904656,,114.178545347382,,,
2004-09-15 08:12:33.554687500,474.4263305314144,,114.21973180380036,,,
2004-09-15 08:12:33.558854166,457.3304299737797,,112.18079101551116,,,
2004-09-15 08:12:33.562500000,439.97282887665955,,111.58127900422728,,,
2004-09-15 08:12:33.570312500,476.45615154417914,,113.42069114407484,,,
2004-09-15 08:12:33.575520833,460.7701150591938,,111.83136438141914,,,
2004-09-15 08:12:33.578125000,432.9403727002791,,112.45033153724376,,,
2004-09-15 08:12:33.585937500,421.7225827739944,,112.64924984526404,,,
2004-09-15 08:12:33.592187500,451.9039760480686,,110.53523863038065,,,
2004-09-15 08:12:33.593750000,444.7950974503566,,109.3784661675064,,,
2004-09-15 08:12:33.601562500,423.3936269445966,,109.90931314163396,,,
2004-09-15 08:12:33.608854166,428.79830794461407,,110.84023915680936,,,
2004-09-15 08:12:33.609375000,438.2418256419638,,109.05955834560812,,,
2004-09-15 08:12:33.617187500,416.6738429462783,,109.15405820635034,,,
2004-09-15 08:12:33.625000000,446.3502510734557,,109.02225201343629,,,
2004-09-15 08:12:33.625520833,445.14360405232384,,108.0675786300364,,,
2004-09-15 08:12:33.632812500,433.1776361534028,,107.36387192456507,,,
2004-09-15 08:12:33.640625000,412.6329347167761,,107.27365172269435,,,
2004-09-15 08:12:33.642187500,435.82556511243735,,106.87148295947448,,,
2004-09-15 08:12:33.648437500,433.5508254325865,,107.68716149225676,,,
2004-09-15 08:12:33.656250000,420.572246056719,,106.59049433873048,,,
2004-09-15 08:12:33.658854166,411.94251634270216,,107.04928907722696,,,
2004-09-15 08:12:33.664062500,415.0112748674469,,106.82448482485788,,,
2004-09-15 08:12:33.671875000,433.96569564784954,,105.67305215853123,,,
2004-09-15 08:12:33.675520833,439.41230813798984,,106.31069764823016,,,
2004-09-15 08:12:33.679687500,412.7255862833272,,106.3964727649242,,,
2004-09-15 08:12:33.687500000,404.39029392827,,102.36197604356347,,,
2004-09-15 08:12:33.692187500,416.6892254054833,,103.3310952618334,,,
2004-09-15 08:12:33.695312500,399.7744682507866,,102.13578426669618,,,
2004-09-15 08:12:33.703125000,396.81601637091194,,101.4737113827497,,,
2004-09-15 08:12:33.708854166,409.5235397386286,,102.9003902433028,,,
2004-09-15 08:12:33.710937500,390.3853987550419,,101.43632157403268,,,
2004-09-15 08:12:33.718750000,407.4564653063904,,101.79472998878032,,,
2004-09-15 08:12:33.725520833,408.7573525643413,,100.57863406512608,,,
2004-09-15 08:12:33.726562500,395.1442986803136,,99.75131410889928,,,
2004-09-15 08:12:33.734375000,384.6230085377457,,100.55048437912576,,,
2004-09-15 08:12:33.742187500,397.99363461848174,,100.82598705207604,,,
2004-09-15 08:12:33.750000000,387.2228993495214,,101.04047663948938,,,
2004-09-15 08:12:33.757812500,369.6394103626231,,101.03576085404762,,,
2004-09-15 08:12:33.758854166,384.1004113756707,,98.03819386934022,,,
2004-09-15 08:12:33.765625000,415.3793549295186,,98.9713738776908,,,
2004-09-15 08:12:33.773437500,406.1500879833761,,98.49626272885608,,,
2004-09-15 08:12:33.775520833,391.04559688211185,,98.72695927472436,,,
2004-09-15 08:12:33.781250000,380.9748757545109,,97.57049395915134,,,
2004-09-15 08:12:33.789062500,396.9245687229176,,98.43240203076442,,,
2004-09-15 08:12:33.792187500,417.70998598389355,,97.6413582445058,,,
2004-09-15 08:12:33.796875000,393.68759901637657,,99.32961742313064,,,
2004-09-15 08:12:33.804687500,418.7298905363667,,95.6967755676814,,,
2004-09-15 08:12:33.812500000,470.7876700825353,,96.22203193546105,,,
2004-09-15 08:12:33.820312500,525.0598891221248,,96.19483109049531,,,
2004-09-15 08:12:33.825520833,533.8142460657816,,93.05912596047038,,,
2004-09-15 08:12:33.828125000,537.5738628108746,,93.03778656617312,,,
2004-09-15 08:12:33.835937500,623.7722399516838,,94.32410003939226,,,
2004-09-15 08:12:33.842187500,662.6963310289142,,93.29318046589542,,,
2004-09-15 08:12:33.843750000,700.1221458596212,,92.4842331116312,,,
2004-09-15 08:12:33.851562500,807.6840905754626,,91.81401904432516,,,
2004-09-15 08:12:33.858854166,805.8262281415064,,92.51936958946402,,,
2004-09-15 08:12:33.859375000,830.4288800043824,,91.18194800322938,,,
2004-09-15 08:12:33.867187500,872.5889221025734,,92.59074586530215,,,
2004-09-15 08:12:33.875000000,924.7776482062162,,90.47027361128256,,,
2004-09-15 08:12:33.875520833,911.5178361318524,,89.87254147876482,,,
2004-09-15 08:12:33.882812500,909.4622454101316,,90.55658377646186,,,
2004-09-15 08:12:33.890625000,922.113183384748,,89.46575821138062,,,
2004-09-15 08:12:33.892187500,935.183932574874,,92.48585435570412,,,
2004-09-15 08:12:33.898437500,897.2547414948551,,91.79353233116136,,,
2004-09-15 08:12:33.906250000,901.3414858787368,,91.26942155481164,,,
2004-09-15 08:12:33.908854166,889.4870315603933,,90.46671563910976,,,
2004-09-15 08:12:33.914062500,876.8926776250755,,91.28220132332612,,,
2004-09-15 08:12:33.921875000,834.6525881741361,,90.93266366168446,,,
2004-09-15 08:12:33.925520833,849.3133507267358,,93.11019105041954,,,
2004-09-15 08:12:33.929687500,797.5754608519726,,94.11608159622529,,,
2004-09-15 08:12:33.937500000,773.5508610168966,,95.78843576705816,,,
2004-09-15 08:12:33.942187500,788.5138862969966,,95.83506214808789,,,
2004-09-15 08:12:33.945312500,721.4855293730851,,96.98513044190526,,,
2004-09-15 08:12:33.953125000,725.8412437486683,,98.60238996966356,,,
2004-09-15 08:12:33.958854166,734.8835980555777,,97.0570296412638,,,
2004-09-15 08:12:33.960937500,701.9635628102301,,99.14281428641011,,,
2004-09-15 08:12:33.968750000,668.0648991379825,,101.18287842277486,,,
2004-09-15 08:12:33.975520833,701.0478689565158,,102.862566919274,,,
2004-09-15 08:12:33.976562500,678.9741003489353,,104.09761070117362,,,
2004-09-15 08:12:33.984375000,625.5619013881208,,105.39531672830977,,,
2004-09-15 08:12:33.992187500,601.3556588833845,,106.41143449700996,,,
2004-09-15 08:12:34.000000000,589.4773671224943,,108.45540846243236,,,
2004-09-15 08:12:34.007812500,563.1935286731699,,108.90374865257024,,,
2004-09-15 08:12:34.008854166,560.9202909101632,,110.91500318926975,,,
2004-09-15 08:12:34.015625000,571.1801573750668,,112.93963252040744,,,
2004-09-15 08:12:34.023437500,514.4225135458476,,113.8933239974353,,,
2004-09-15 08:12:34.025520833,518.1162898449528,,114.98064771958953,,,
2004-09-15 08:12:34.031250000,522.5621433524748,,116.96728491050422,,,
2004-09-15 08:12:34.039062500,485.22760976732087,,115.9726150601782,,,
2004-09-15 08:12:34.042187500,486.5344011504601,,115.56483345093577,,,
2004-09-15 08:12:34.046875000,493.3289652427393,,116.20582125526242,,,
2004-09-15 08:12:34.054687500,457.6472789661158,,116.00615619861702,,,
2004-09-15 08:12:34.058854166,457.0823482680035,,116.04318960385449,,,
2004-09-15 08:12:34.062500000,484.5240366036256,,116.15284629421716,,,
2004-09-15 08:12:34.070312500,496.98396977372505,,117.4821554691964,,,
2004-09-15 08:12:34.075520833,471.06080070546255,,114.76866199620136,,,
2004-09-15 08:12:34.085937500,469.53404711599984,,117.7855428161113,,,
2004-09-15 08:12:34.092187500,511.2033233115363,,115.22838088402052,,,
2004-09-15 08:12:34.093750000,478.014144145279,,116.91599711841498,,,
2004-09-15 08:12:34.101562500,535.7569030259866,,115.99367115975748,,,
2004-09-15 08:12:34.108854166,511.5205009118689,,116.88953114247217,,,
2004-09-15 08:12:34.109375000,525.9041236632053,,115.75549211712458,,,
2004-09-15 08:12:34.117187500,514.3081356427405,,116.01753140813334,,,
2004-09-15 08:12:34.125000000,524.391254957556,,116.28041512239707,,,
2004-09-15 08:12:34.125520833,526.2261676081077,,114.83942008592672,,,
2004-09-15 08:12:34.132812500,513.4618909753036,,115.11443460053532,,,
2004-09-15 08:12:34.140625000,546.0469949863774,,114.70613946322992,,,
2004-09-15 08:12:34.142187500,521.6084756973352,,115.8159414995444,,,
2004-09-15 08:12:34.148437500,499.3977792401884,,116.48483448143509,,,
2004-09-15 08:12:34.156250000,517.4892674283661,,115.2312442576262,,,
2004-09-15 08:12:34.158854166,506.7445753275251,,115.8652288598097,,,
2004-09-15 08:12:34.164062500,537.7147861309828,,114.97624288654931,,,
2004-09-15 08:12:34.171875000,486.6566218211007,,115.60552071914412,,,
2004-09-15 08:12:34.175520833,523.8689135050611,,115.37911400949297,,,
2004-09-15 08:12:34.179687500,514.2372891727832,,117.13971853038927,,,
2004-09-15 08:12:34.187500000,484.2042659243177,,115.32438918894302,,,
2004-09-15 08:12:34.192187500,512.7208031600152,,114.35148356786384,,,
2004-09-15 08:12:34.195312500,511.676373882338,,116.16451058414688,,,
2004-09-15 08:12:34.203125000,475.69653697325714,,116.4671539338952,,,
2004-09-15 08:12:34.208854166,504.8158273388209,,116.0684591165691,,,
2004-09-15 08:12:34.210937500,499.1425809710925,,117.13958881534111,,,
2004-09-15 08:12:34.218750000,482.2397159075897,,116.14128565028264,,,
2004-09-15 08:12:34.225520833,488.3583476598848,,115.41068532981188,,,
2004-09-15 08:12:34.226562500,516.3604518001996,,114.4252770406784,,,
2004-09-15 08:12:34.234375000,480.2576645386632,,117.9748749074394,,,
2004-09-15 08:12:34.242187500,515.1447912348846,,115.87150324174408,,,
2004-09-15 08:12:34.250000000,484.62309843502265,,116.27137537369131,,,
2004-09-15 08:12:34.257812500,466.9392860289024,,113.32543386173508,,,
2004-09-15 08:12:34.258854166,468.0158282220541,,115.38626214680149,,,
2004-09-15 08:12:34.265625000,478.0612160736848,,112.45543063250848,,,
2004-09-15 08:12:34.273437500,459.6185175605377,,114.024762900675,,,
2004-09-15 08:12:34.275520833,478.3318875540562,,113.8528251289726,,,
2004-09-15 08:12:34.281250000,483.757805119664,,112.78133499423949,,,
2004-09-15 08:12:34.289062500,458.8067682451237,,111.84440653018976,,,
2004-09-15 08:12:34.292187500,474.8317521151509,,111.98271857580497,,,
2004-09-15 08:12:34.296875000,451.9302720032723,,112.46775759034873,,,
2004-09-15 08:12:34.304687500,453.5182494672647,,111.45291035002064,,,
2004-09-15 08:12:34.308854166,445.9986546929781,,110.94237576507317,,,
2004-09-15 08:12:34.312500000,441.18760646944935,,110.24070422273888,,,
2004-09-15 08:12:34.320312500,435.73729219259104,,107.5913152176461,,,
2004-09-15 08:12:34.325520833,448.7791797069691,,109.62474139133164,,,
2004-09-15 08:12:34.328125000,420.27400604986633,,108.39410534728084,,,
2004-09-15 08:12:34.335937500,421.422997707279,,109.01874453184028,,,
2004-09-15 08:12:34.342187500,444.93169385462215,,108.62566074124612,,,
2004-09-15 08:12:34.343750000,458.77802774770623,,107.05975726080996,,,
2004-09-15 08:12:34.358854166,415.34778414471657,,106.351554741301,,,
2004-09-15 08:12:34.359375000,432.925709554473,,107.19931694789167,,,
2004-09-15 08:12:34.367187500,415.99252711507967,,104.4373678966602,,,
2004-09-15 08:12:34.375000000,426.4732065821681,,105.6367856232727,,,
2004-09-15 08:12:34.375520833,434.53634539003696,,106.2603571976748,,,
2004-09-15 08:12:34.382812500,432.1802551098671,,107.15121900923258,,,
2004-09-15 08:12:34.390625000,425.43327912062705,,107.48459852862864,,,
2004-09-15 08:12:34.392187500,436.0170302695882,,107.24071180012167,,,
2004-09-15 08:12:34.398437500,427.7867509769608,,104.77326523540872,,,
2004-09-15 08:12:34.406250000,431.7266610874932,,105.8278363489131,,,
2004-09-15 08:12:34.408854166,432.53824928954737,,105.6392570766422,,,
2004-09-15 08:12:34.414062500,430.8470430081168,,104.73971313577306,,,
2004-09-15 08:12:34.421875000,408.8186799422818,,105.93726198635626,,,
2004-09-15 08:12:34.425520833,415.53475919699065,,103.41608629403102,,,
2004-09-15 08:12:34.429687500,398.3942177637,,103.87357267990969,,,
2004-09-15 08:12:34.437500000,426.0270262293194,,102.52734894158776,,,
2004-09-15 08:12:34.442187500,432.99830319306346,,102.66342015836804,,,
2004-09-15 08:12:34.445312500,405.03961319324384,,101.82276181147748,,,
2004-09-15 08:12:34.453125000,413.038841136625,,102.3605533466513,,,
2004-09-15 08:12:34.458854166,409.5031688860481,,100.82122024961664,,,
2004-09-15 08:12:34.460937500,379.709508389445,,101.20634039737116,,,
2004-09-15 08:12:34.468750000,396.38524885762376,,99.8749315830324,,,
2004-09-15 08:12:34.475520833,418.39935962754777,,100.43145124747464,,,
2004-09-15 08:12:34.476562500,393.76298367119574,,100.2086978363154,,,
2004-09-15 08:12:34.484375000,407.1761392674781,,100.39491393314546,,,
2004-09-15 08:12:34.492187500,384.1089793399881,,99.03993383827785,,,
2004-09-15 08:12:34.500000000,368.7428857072439,,97.88178296448427,,,
2004-09-15 08:12:34.507812500,383.1603118265122,,99.0572630891809,,,
2004-09-15 08:12:34.508854166,402.04674670759056,,98.11849809036164,,,
2004-09-15 08:12:34.515625000,406.9954273218775,,97.52785960041516,,,
2004-09-15 08:12:34.523437500,393.1934841345354,,99.19656223319024,,,
2004-09-15 08:12:34.525520833,391.4972554298986,,97.0614836202472,,,
2004-09-15 08:12:34.531250000,383.02826542154247,,96.84450067924315,,,
2004-09-15 08:12:34.539062500,369.34895787285507,,97.91363254138945,,,
2004-09-15 08:12:34.542187500,377.1867373054576,,97.01862373471654,,,
2004-09-15 08:12:34.546875000,411.0874365327326,,95.99795677029049,,,
2004-09-15 08:12:34.554687500,431.7226114396383,,97.07936772504128,,,
2004-09-15 08:12:34.558854166,435.5252302783041,,97.63130634560537,,,
2004-09-15 08:12:34.562500000,478.0889501942942,,94.6023465057878,,,
2004-09-15 08:12:34.570312500,484.54259416756133,,95.25692714392764,,,
2004-09-15 08:12:34.575520833,498.99774996214154,,93.51672298699746,,,
2004-09-15 08:12:34.578125000,513.2171026193209,,94.60990597153202,,,
2004-09-15 08:12:34.585937500,604.0550458076,,93.60512664036298,,,
2004-09-15 08:12:34.592187500,621.4972643251695,,92.83771597427156,,,
2004-09-15 08:12:34.593750000,678.902284861308,,94.03119109045971,,,
2004-09-15 08:12:34.601562500,747.8147865938421,,93.27088095912887,,,
2004-09-15 08:12:34.608854166,774.0265502426923,,91.64399720123224,,,
2004-09-15 08:12:34.609375000,844.2154735170915,,91.45339663692432,,,
2004-09-15 08:12:34.617187500,868.1467939669511,,91.39195754338223,,,
2004-09-15 08:12:34.625520833,909.2586694700358,,90.92602611427814,,,
2004-09-15 08:12:34.632812500,918.6532464298388,,91.32601116966777,,,
2004-09-15 08:12:34.640625000,929.2472816878576,,89.61089453552111,,,
2004-09-15 08:12:34.642187500,951.132789450796,,90.73754800603844,,,
2004-09-15 08:12:34.648437500,934.5929778179624,,91.24399340166232,,,
2004-09-15 08:12:34.656250000,944.7365818088144,,90.90753690333024,,,
2004-09-15 08:12:34.658854166,904.149157936448,,92.106183729506,,,
2004-09-15 08:12:34.664062500,874.1975227607319,,90.89301583228143,,,
2004-09-15 08:12:34.671875000,879.6812040353117,,90.77713622689346,,,
2004-09-15 08:12:34.675520833,847.6210029454455,,91.5133613832608,,,
2004-09-15 08:12:34.679687500,829.7517931196107,,91.01070426052016,,,
2004-09-15 08:12:34.687500000,823.2240582178721,,92.48674459711134,,,
2004-09-15 08:12:34.692187500,792.7782619081825,,92.9752713266069,,,
2004-09-15 08:12:34.695312500,785.5200930490727,,95.24778728770032,,,
2004-09-15 08:12:34.703125000,768.098047676969,,96.52885528828844,,,
2004-09-15 08:12:34.708854166,759.018674108826,,97.34689537292417,,,
2004-09-15 08:12:34.710937500,748.5240346740458,,99.73875580784777,,,
2004-09-15 08:12:34.718750000,692.2001895077149,,99.03947095663824,,,
2004-09-15 08:12:34.725520833,723.9558791316571,,102.36888463677424,,,
2004-09-15 08:12:34.726562500,667.3509903068921,,101.14738379596018,,,
2004-09-15 08:12:34.734375000,665.4508526850822,,101.18114253060868,,,
2004-09-15 08:12:34.742187500,633.2924898898409,,102.15065772867214,,,
2004-09-15 08:12:34.750000000,615.4384969627027,,103.48346316055104,,,
2004-09-15 08:12:34.757812500,606.2363835281308,,105.47106682466182,,,
2004-09-15 08:12:34.758854166,545.8838111953739,,107.65747916652197,,,
2004-09-15 08:12:34.765625000,549.1373475723846,,108.2200415639834,,,
2004-09-15 08:12:34.773437500,562.5743918236076,,110.04565142910612,,,
2004-09-15 08:12:34.775520833,549.1256161303777,,110.8543634216552,,,
2004-09-15 08:12:34.781250000,533.5158902181275,,112.41204710788011,,,
2004-09-15 08:12:34.789062500,501.91696737749714,,114.90776675997937,,,
2004-09-15 08:12:34.792187500,492.54896161591984,,115.78409128464672,,,
2004-09-15 08:12:34.796875000,477.1736360374745,,115.62503288307433,,,
2004-09-15 08:12:34.804687500,490.0178966221287,,115.85487769909706,,,
2004-09-15 08:12:34.808854166,487.5139427745992,,115.40485009585883,,,
2004-09-15 08:12:34.812500000,492.31362103957144,,116.6902041962151,,,
2004-09-15 08:12:34.820312500,489.62355233487074,,116.65400694711124,,,
2004-09-15 08:12:34.825520833,471.30637491083274,,117.48263864305278,,,
2004-09-15 08:12:34.828125000,468.1507625347795,,118.43290362822492,,,
2004-09-15 08:12:34.835937500,492.7708667875729,,118.44296507211766,,,
2004-09-15 08:12:34.842187500,485.8033104379125,,117.04440540542808,,,
2004-09-15 08:12:34.843750000,513.2947393919792,,118.01076212210587,,,
2004-09-15 08:12:34.851562500,509.468342656372,,116.64123968515054,,,
2004-09-15 08:12:34.858854166,511.1229228663891,,118.95185974393252,,,
2004-09-15 08:12:34.859375000,512.2973671115064,,117.15034639419343,,,
2004-09-15 08:12:34.867187500,550.2956248325048,,117.03484670623112,,,
2004-09-15 08:12:34.875000000,525.5806258922975,,115.3101130472944,,,
2004-09-15 08:12:34.875520833,525.560264740121,,115.38973043818054,,,
2004-09-15 08:12:34.882812500,532.4315063041801,,115.95666109445683,,,
2004-09-15 08:12:34.890625000,528.2087972183799,,116.65379184147262,,,
2004-09-15 08:12:34.898437500,529.7772355839871,,116.5383607689216,,,
2004-09-15 08:12:34.906250000,523.0788792766806,,115.9810554661117,,,
2004-09-15 08:12:34.908854166,535.2664695167789,,116.44888793496028,,,
2004-09-15 08:12:34.914062500,527.1055080532956,,115.72655276465308,,,
2004-09-15 08:12:34.921875000,524.1170701045438,,115.13608910441523,,,
2004-09-15 08:12:34.925520833,531.2836824963698,,117.13073060276416,,,
2004-09-15 08:12:34.929687500,509.15923516894446,,115.66956000800964,,,
2004-09-15 08:12:34.937500000,505.9279815823288,,117.55303949498162,,,
2004-09-15 08:12:34.942187500,505.7631553926953,,115.65270432302226,,,
2004-09-15 08:12:34.945312500,525.2357936807398,,116.2572130023143,,,
2004-09-15 08:12:34.953125000,497.8516429816135,,116.23955284992836,,,
2004-09-15 08:12:34.958854166,504.2682692905629,,114.6834332319383,,,
2004-09-15 08:12:34.960937500,516.7504434453461,,115.35698533870594,,,
2004-09-15 08:12:34.968750000,521.4262895828668,,116.03333762543689,,,
2004-09-15 08:12:34.975520833,526.3134009453347,,115.93910146787375,,,
2004-09-15 08:12:34.976562500,480.8774141706536,,115.67835925841293,,,
2004-09-15 08:12:34.984375000,505.1407644042041,,116.56471831625387,,,
2004-09-15 08:12:34.992187500,494.63780263109305,,116.94991151088452,,,
2004-09-15 08:12:35.000000000,482.95503437346616,,115.73427096480876,,,
2004-09-15 08:12:35.007812500,512.438589228632,,114.8760353430146,,,
2004-09-15 08:12:35.008854166,470.9538542036544,,115.55069324117665,,,
2004-09-15 08:12:35.015625000,497.4618600941974,,116.82458806185092,,,
2004-09-15 08:12:35.023437500,491.9913535317462,,115.09120861429436,,,
2004-09-15 08:12:35.025520833,465.73840485980486,,114.73858631804283,,,
2004-09-15 08:12:35.031250000,473.67257770803934,,114.79837098534549,,,
2004-09-15 08:12:35.039062500,473.13575769410414,,115.93914698665836,,,
2004-09-15 08:12:35.042187500,484.8332800325909,,114.96088980952736,,,
2004-09-15 08:12:35.046875000,479.9503297365978,,114.89307463641424,,,
2004-09-15 08:12:35.054687500,512.8773159615097,,115.04986524843837,,,
2004-09-15 08:12:35.058854166,439.5899137246424,,112.86949643440327,,,
2004-09-15 08:12:35.062500000,444.507978551419,,113.84127191006944,,,
2004-09-15 08:12:35.070312500,460.327920017262,,113.4045663232712,,,
2004-09-15 08:12:35.075520833,445.363308886149,,113.10610451592524,,,
2004-09-15 08:12:35.078125000,440.7357873047703,,110.77452555836726,,,
2004-09-15 08:12:35.085937500,498.23111406203594,,111.56033517351834,,,
